timestamp,temperature,humidity,pressure,wind_speed,rainfall,device_id
2026-01-07T11:45:23.903222,30.73,83.24,1010.95,14.96,0.97,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:24.905180,16.61,65.33,994.6,8.63,2.89,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:25.908542,24.24,89.64,1008.31,2.26,1.29,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:26.914134,14.97,67.59,987.16,13.21,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:27.919466,29.86,35.93,993.16,14.94,2.1,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:28.924742,-0.61,49.69,997.0,9.41,5.91,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:29.930187,33.03,49.04,1006.21,11.04,4.81,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:30.935324,-1.22,56.28,1001.63,4.02,3.13,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:31.940623,22.04,85.31,999.05,13.67,1.41,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:32.943314,18.44,66.51,994.18,2.65,3.55,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:33.948674,17.24,30.46,987.74,9.91,1.47,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:34.951980,2.66,35.64,985.39,9.67,3.0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:35.957271,16.7,94.01,991.44,1.04,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:36.957967,19.32,68.28,991.94,3.63,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:37.961460,3.99,53.52,981.99,5.79,4.95,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:38.966952,27.42,63.53,1019.43,2.26,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:39.968800,14.06,63.07,1023.99,6.36,2.71,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:40.970239,25.66,36.7,1033.47,7.74,11.35,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:41.971417,25.46,64.73,991.49,10.44,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:42.976992,0.03,53.22,1005.8,0.07,2.3,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:43.982409,18.81,47.48,1023.2,5.02,2.18,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:44.987799,4.92,90.04,1018.01,5.68,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:45.993060,34.25,50.92,1014.61,4.52,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:46.996171,-4.43,46.81,1021.35,3.82,6.8,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:48.000862,20.96,54.08,1001.42,4.91,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:49.003569,21.64,50.38,1023.08,3.36,6.19,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:50.008709,12.09,70.14,989.02,2.27,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:51.010727,4.12,86.6,985.51,9.23,6.06,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:52.014608,28.44,55.55,1013.2,13.22,1.29,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:53.019819,31.26,31.45,1014.31,6.52,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:54.021671,6.59,71.04,982.93,8.47,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:55.026958,25.85,36.21,985.74,0.69,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:56.030965,13.55,43.19,997.46,13.85,2.7,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:57.036235,23.59,67.35,993.23,4.36,4.17,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:58.038493,-2.54,38.17,981.54,9.55,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:45:59.042720,34.4,55.82,1017.03,13.85,6.67,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:00.045991,34.69,31.21,993.53,11.58,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:01.048692,15.1,59.79,1013.43,5.18,1.83,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:02.051584,28.81,56.33,1006.24,8.73,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:03.057188,7.82,66.93,1033.31,7.76,3.29,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:04.061735,0.36,37.32,1032.31,5.37,6.27,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:05.066893,0.22,79.27,1034.23,7.66,0.62,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:06.072056,8.39,43.78,1005.36,4.83,5.66,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:07.077440,20.74,92.23,1034.09,9.35,5.84,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:08.083012,-1.24,71.06,996.05,7.03,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:09.088334,16.32,63.95,1015.58,7.43,5.5,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:10.093845,0.48,76.93,1023.66,13.56,7.96,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:11.094459,7.48,66.03,990.08,2.01,5.7,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:12.099789,19.55,55.43,1018.96,4.95,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:13.105330,24.21,59.82,1005.15,0.8,0.32,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:14.110699,4.85,68.99,1027.58,4.5,4.47,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:15.116094,33.72,75.03,987.31,7.3,0.35,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:16.121460,25.42,60.97,1018.77,11.99,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:17.124698,11.74,63.09,1017.08,10.71,5.32,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:18.129017,27.04,69.26,1009.29,9.18,2.59,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:19.134293,28.03,45.74,1005.86,4.03,6.66,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:20.137705,15.52,94.37,994.71,3.42,3.16,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:21.138516,29.58,43.79,981.46,8.73,2.08,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:22.140495,32.61,88.08,998.31,1.86,0.29,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:23.145412,33.4,71.63,1001.19,6.93,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:24.150595,33.87,43.09,1028.21,4.44,5.66,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:25.156015,13.04,86.74,1018.26,13.82,7.16,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:26.161484,34.72,33.58,985.55,7.62,1.24,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:27.166647,23.08,90.36,1001.18,0.04,1.39,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:28.170055,0.64,61.69,1026.54,9.13,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:29.171043,-4.24,50.75,993.69,12.64,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:30.176669,16.73,51.92,1023.28,0.26,1.68,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:31.178501,31.76,75.36,1018.46,3.85,6.81,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:32.183742,30.98,47.96,1016.56,11.56,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:33.189138,6.92,53.44,1016.56,11.66,4.87,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:34.193346,32.54,66.03,1005.78,3.38,4.92,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:35.197045,17.73,73.93,984.69,10.72,6.74,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:36.202296,12.05,49.14,994.52,2.13,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:37.207559,23.43,93.51,993.61,0.04,0.42,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:38.213128,34.87,34.69,1004.31,14.66,7.14,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:39.218381,2.29,89.09,1007.14,14.64,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:40.219323,21.68,48.61,1021.64,2.44,2.38,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:41.224425,20.11,30.24,998.39,5.62,6.66,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:42.228208,9.87,72.26,984.94,4.15,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:43.229874,8.24,94.75,1023.96,7.84,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:44.234211,16.1,70.78,1020.09,14.16,2.71,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:45.236996,-1.56,88.99,983.41,4.1,5.04,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:46.240198,29.09,49.24,1012.75,12.3,7.91,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:47.245448,5.88,69.06,1020.09,12.01,2.86,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:48.246011,2.86,51.42,1013.83,5.38,3.9,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:49.251404,12.51,88.47,1022.17,0.5,1.2,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:50.252834,21.84,77.85,990.48,0.89,3.86,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:51.256914,12.57,86.87,980.79,1.58,1.59,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:52.262169,30.37,53.73,1014.34,5.76,1.3,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:53.266243,12.02,88.31,983.6,3.4,5.04,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:54.270867,6.25,80.36,997.57,3.15,8.02,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:55.274771,18.58,42.95,1034.17,6.11,6.09,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:56.279983,32.74,48.85,1029.07,11.54,4.23,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:57.282910,1.05,53.55,1003.47,10.9,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:58.288125,9.75,31.83,1007.69,0.84,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:46:59.291305,6.95,85.1,1024.23,11.09,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:00.294515,3.61,55.98,1010.49,7.32,2.1,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:01.297981,32.09,71.88,999.28,6.25,3.74,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:02.301488,19.99,47.81,1024.59,2.05,0.25,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:03.302350,11.67,53.93,1027.32,13.39,3.58,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:04.307903,8.36,73.69,980.47,1.57,2.46,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:05.313589,30.61,37.21,1024.87,11.49,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:06.318857,16.02,75.55,1006.61,6.81,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:07.324076,28.89,35.27,1001.73,5.95,0.65,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:08.329118,-2.63,67.21,982.83,4.94,3.08,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:09.334425,-1.0,42.48,1028.35,1.2,2.87,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:10.336875,10.8,83.34,1007.45,8.39,7.14,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:11.342179,-1.19,37.14,999.91,10.42,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:12.343656,13.0,81.71,1016.71,8.69,0.44,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:13.346418,23.6,62.98,981.35,14.03,4.19,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:14.348443,32.63,57.78,1015.47,2.51,10.71,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:15.353745,20.13,72.91,1008.15,8.02,5.52,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:16.355952,15.86,83.47,981.62,11.04,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:17.361215,26.1,78.77,993.92,1.81,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:18.366816,19.73,65.9,996.86,1.72,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:19.368381,14.16,35.7,1015.26,4.94,5.41,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:20.371904,24.0,79.69,1020.32,9.91,3.02,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:21.377404,2.61,55.76,1029.77,9.55,8.33,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:22.382740,32.3,58.2,1022.92,5.52,2.68,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:23.388366,27.95,58.05,1031.61,10.37,5.19,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:24.393287,11.1,49.67,1002.81,12.06,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:25.398989,32.45,55.1,1015.1,9.03,4.05,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:26.404580,4.13,37.46,982.63,0.27,6.7,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:27.410258,16.27,39.92,999.15,14.6,4.67,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:28.411402,27.26,79.86,1026.81,10.86,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:29.417043,9.1,41.25,998.22,14.5,1.68,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:30.422624,30.97,61.78,991.84,9.37,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:31.427948,18.59,77.91,994.38,0.59,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:32.433144,0.97,55.0,1003.72,4.24,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:33.435758,21.2,70.44,988.36,11.18,6.68,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:34.440973,0.02,83.13,1020.92,1.38,6.58,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:35.444289,-1.57,42.94,1011.58,11.77,7.29,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:36.449575,33.74,88.05,1029.48,1.37,2.58,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:37.454903,-1.1,39.07,1020.97,0.52,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:38.460197,23.88,84.86,1026.06,10.09,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:39.460888,32.33,35.74,1030.3,2.19,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:40.466003,33.45,33.45,989.08,14.31,5.88,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:41.468958,11.58,89.31,991.51,0.29,3.23,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:42.469273,11.76,57.74,1005.76,12.49,6.26,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:43.471584,8.28,63.36,987.78,3.53,1.21,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:44.476557,18.32,88.07,1029.05,14.29,7.46,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:45.477850,11.76,43.45,997.15,0.06,3.72,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:46.483274,-1.39,37.61,1016.85,10.16,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:47.488556,5.42,52.6,1024.16,4.04,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:48.494117,29.73,68.11,990.12,2.3,3.92,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:49.499396,-1.95,90.55,986.42,8.71,7.18,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:50.504979,29.15,49.42,1003.98,9.41,0.42,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:51.510125,-4.41,76.67,984.09,8.8,0.24,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:52.511358,-4.81,57.55,996.05,0.08,12.59,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:53.512151,-1.84,85.76,986.65,4.29,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:54.514615,10.59,54.36,990.15,13.33,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:55.517674,31.76,43.72,998.16,13.13,0.71,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:56.523244,31.38,70.71,989.31,7.56,9.97,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:57.528523,29.52,57.55,1029.61,11.09,1.45,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:58.532822,1.71,71.95,984.95,1.53,0.21,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:47:59.534107,13.2,43.0,1018.5,12.94,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:00.535343,28.08,37.97,1010.87,6.31,2.59,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:01.540757,29.28,33.45,1021.09,0.42,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:02.545964,28.64,48.34,980.67,14.28,7.78,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:03.551370,33.03,44.55,1029.7,14.58,5.17,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:04.554599,31.77,85.93,1005.67,6.23,3.85,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:05.555967,11.64,94.7,1011.78,13.34,2.12,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:06.561220,33.28,54.06,1004.67,14.51,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:07.565979,16.26,48.18,1020.66,3.05,4.24,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:08.571188,0.16,60.34,1013.61,8.83,2.81,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:09.576851,10.79,94.06,1026.31,7.62,7.03,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:10.581921,32.27,35.17,995.56,0.06,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:11.586427,-4.96,77.79,999.45,9.49,4.95,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:12.590542,25.25,34.31,1030.67,9.39,2.54,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:13.593186,12.96,53.89,1013.22,4.59,0,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:14.595846,-2.18,71.56,1029.87,3.69,1.09,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:15.599786,12.65,63.96,1027.14,13.23,7.43,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:16.605155,27.96,94.77,1009.07,1.44,1.88,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:17.608018,21.74,48.64,1000.71,3.6,0.46,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:18.611905,30.44,31.07,1023.73,4.75,2.81,Raspberry-Pi-Lab-Spot-01
2026-01-07T11:48:19.617481,29.37,80.46,1019.04,11.81,6.35,Raspberry-Pi-Lab-Spot-01
